CODI_PROGRAMA,CODI_EXPEDIENT,SEXE,CP_FAMILIAR,ANY_ACCES,TIPUS_ACCES,VIA_ACCES,NOTA_ACCES,CENTRE_SECUNDARIA,CP_CENTRE_SEC
752,304231,H,08290,2015,1,0,10.744,INST.BANÚS,08290
752,304241,H,08035,2015,1,0,11.572,INST.NARCÍS MONTURIOL - BCN,08035
752,303980,H,08021,2015,1,0,9.934,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,303996,H,08500,2015,1,0,9.836,SANT MIQUEL DELS SANTS,08500
752,304001,H,08172,2015,1,0,12.078,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,304007,H,08530,2015,1,0,12.684,INST.VIL.LA ROMANA,08530
752,322218,D,08903,2016,1,0,11.45,ESC.PROF.SALESIANA,08017
752,322014,H,43007,2016,1,0,11.128,EL PINAR DE NUESTRA SEÑORA,08197
752,322015,H,08504,2016,1,0,10.398,INST.JAUME CALLÍS,08500
752,322018,H,25300,2016,1,0,11.242,INST.MANUEL DE PEDROLO,25300
752,321909,H,08016,2016,1,0,10.294,VALLDAURA,08016
752,321912,H,08348,2016,1,0,10.922,EL CLOT,08027
752,322037,H,08197,2016,1,0,11.464,VIARÓ,08173
752,322156,H,43470,2016,1,0,10.24,,
752,321929,H,25240,2016,1,0,11.216,INST.ERMENGOL IV,25337
752,321932,H,08960,2016,1,0,9.946,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,321936,H,08970,2016,1,0,10.672,INST.JAUME SALVADOR I PEDROL,08970
752,321940,D,25280,2016,1,0,10.858,INST.FRANCESC RIBALTA,25280
752,321961,D,08695,2016,1,0,12.38,INST.ALT BERGUEDÀ,08695
752,322047,H,08320,2016,1,0,10.942,ESCOLA PIA SANTA ANNA MATARO,08302
752,322048,H,08034,2016,1,0,11.102,JESUS I MARIA - SANT GERVASI,08022
752,322050,H,08172,2016,1,0,10.558,PADRE DAMIAN-SAGRADOS CORAZONE,08017
752,322057,H,08401,2016,1,0,10.174,INST.M E.MUNICIPAL DEL TREBALL,08401
752,322058,H,08031,2016,1,0,12.812,EL CLOT,08027
752,322178,H,08329,2016,1,0,11.264,INST.ALELLA,08328
752,322185,H,08796,2016,1,0,11.492,SANT JOSEP - SANT SADURNI,08770
752,322194,H,08005,2016,1,0,11.834,EL CLOT,08027
752,321862,H,08340,2016,1,0,11.062,INST.VILATZARA,08340
752,321864,H,08840,2016,1,0,10.178,INST.MIRAMAR,08840
752,322088,D,08025,2016,1,0,13.27,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,322100,H,08034,2016,1,0,9.92,SAGRADO CORAZÓN-EDUARDO CONDE,08034
752,322102,H,08009,2016,1,0,11.208,LA SALLE BONANOVA,08022
752,322204,H,08006,2016,1,0,10.772,VIARÓ,08173
752,322209,H,26008,2016,1,0,10.182,,
752,322211,H,08301,2016,1,0,11.518,ESCOLA PIA SANTA ANNA MATARO,08302
752,322217,D,08021,2016,1,0,10.411,,
752,321881,H,07014,2016,1,0,11.628,,
752,321888,D,08034,2016,1,0,12.136,"AULA, ESCUELA EUROPEA",08034
752,309132,D,08006,2015,1,0,11.02,SAGRAT COR-SARRIÀ,08034
752,309146,H,15707,2015,1,0,12.768,,
752,308059,H,08211,2014,1,0,11.702,INST.PUIG DE LA CREU,08211
752,230684,H,43781,2010,1,0,11.888,INST.TERRA ALTA,43780
752,229180,D,08017,2009,1,0,6.82,CANIGÓ,08022
752,227199,H,08029,2010,1,0,10.42,SANT IGNASI- SARRIÀ,08017
752,227942,H,43003,2010,1,0,10.04,INST.ANTONI MARTÍ I FRANQUÈS,43005
752,227953,H,08029,2010,1,0,9.988,PARE MANYANET,08029
752,227213,H,08912,2010,1,0,11.384,INST.LA LLAUNA,08912
752,228247,H,08740,2010,1,0,12.736,"LA MIRANDA, INSTITUCIO",08960
752,229108,H,08950,2010,1,0,12.888,"LA MIRANDA, INSTITUCIO",08960
752,228047,H,08397,2010,1,0,10.728,MONTESSORI-PALAU,17003
752,226543,D,08401,2010,1,0,11.938,"CERVETO, ESCOLA",08401
752,227821,D,08907,2010,1,0,10.844,JOAN XXIII - HOSPITALET LL,08907
752,226455,H,08700,2010,1,0,10.642,ESCOLA PIA D'IGUALADA,08700
752,227838,H,08800,2010,1,0,10.96,INST.MANUEL DE CABANYES,08800
752,227006,D,08038,2010,1,0,12.128,INST.MONTJUÏC,08038
752,227285,H,08025,2010,1,0,9.83,INST.FRANCISCO DE GOYA,08041
752,227286,H,08035,2010,1,0,10.048,"SANT JOAN BOSCO, COL·LEGI",08035
752,229217,D,31570,2010,1,0,12.202,,
752,227304,H,08173,2010,1,0,10.076,SANT IGNASI- SARRIÀ,08017
752,227027,H,08755,2010,1,0,11.166,INST.CASTELLBISBAL,08755
752,227034,H,08006,2010,1,0,12.188,ESCOLA PIA DE SARRIA,08017
752,227036,H,08037,2010,1,0,11.078,BETÀNIA-PATMOS,08034
752,227332,H,08552,2010,1,0,9.786,ESCORIAL,08500
752,228297,H,08820,2010,1,0,11.764,INST.SALVADOR DALI,08820
752,228015,H,08191,2010,1,0,11.34,INST.LEONARDO DA VINCI,08174
752,228029,H,08180,2010,1,0,11.332,INST.MOIANES,08180
752,229911,H,08903,2010,1,0,9.792,INST.JOAN BOSCÀ,08034
752,229370,H,08016,2010,1,0,10.124,LA SALLE CONGRÉS,08027
752,230223,D,07500,2006,1,0,6.54,,
752,228494,H,08242,2010,1,0,10.444,LA SALLE MANRESA,08240
752,227639,D,08029,2010,1,0,12.422,SANTA TERESA - GANDUXER,08022
752,230066,D,08028,2010,1,0,12.132,CLAVER,25111
752,228525,H,08030,2010,1,0,10.96,SAGRADA FAMÍLIA - ARQUIMIDES,08030
752,227774,H,08173,2010,1,0,11.256,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,227779,H,08922,2010,1,0,12.436,ESCOLA L'ESPERANÇA,08030
752,229677,H,08340,2010,1,0,10.328,INST.PERE RIBOT,08340
752,227520,H,08905,2010,1,0,10.334,SAGRADO CORAZÓN-EDUARDO CONDE,08034
752,227752,H,08029,2010,1,0,11.092,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,228367,H,08173,2010,1,0,10.734,INST.ARNAU CADELL,08197
752,227686,H,08902,2010,1,0,10.076,PROA,08014
752,229691,H,08012,2010,1,0,11.386,ESCOLA PIA DE NOSTRA SENYORA,08007
752,227792,D,08029,2010,1,0,13.016,SANT MIQUEL,08036
752,229581,D,25230,2010,1,0,10.414,LA SALLE-MOLLERUSSA,25230
752,227556,D,08031,2010,1,0,12.618,INST.VALLDEMOSSA,08016
752,230829,H,08013,2010,1,0,11.578,LESTONNAC - BARCELONA,08009
752,228661,H,08029,2010,1,0,11.948,SANT PAU,08034
752,227495,H,08503,2010,1,0,9.836,INST.JAUME CALLÍS,08500
752,228572,D,08034,2010,1,0,9.84,VIARÓ,08173
752,228695,D,08690,2010,1,0,10.108,LLOR,08830
752,227506,H,08902,2010,1,0,10.844,XALOC,08902
752,228708,H,22520,2010,1,0,10.548,CLAVER,25111
752,228628,D,08025,2010,1,0,11.45,"JESÚS, MARIA I JOSEP",08030
752,227756,H,08023,2010,1,0,13.496,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,228721,H,08029,2010,1,0,10.522,MARISTES LES CORTS,08014
752,228281,H,08397,2010,1,0,10.332,FRETA-CALELLA,08370
752,243241,H,07620,2011,1,0,10.748,,
752,244495,H,08780,2011,1,0,12.27,GARBI PERE VERGES-ESPLUGUES,08950
752,245086,H,08013,2011,1,0,11.222,JESUÏTES GRÀCIA-KOSTKA,08024
752,245235,D,08017,2011,1,0,11.68,SANT IGNASI- SARRIÀ,08017
752,244340,D,43596,2011,1,0,12.386,AURA,43110
752,244360,H,25006,2012,1,0,9.866,CLAVER,25111
752,244361,H,25006,2011,1,0,9.726,CLAVER,25111
752,245853,H,08820,2011,1,0,10.938,"ISABEL DE VILLENA, ESCOLA",08950
752,245865,H,08732,2011,1,0,10.1,"MONTAGUT, ESCOLA",08720
752,231885,H,08015,2010,1,0,10.586,ESCOLA PIA SANT ANTONI,08001
752,232791,H,25001,2010,1,0,10.094,,
752,246370,D,08034,2011,1,0,10.664,CANIGÓ,08022
752,245733,H,08015,2011,1,0,11.888,SANT MIQUEL,08036
752,244287,H,43500,2011,1,0,11.204,INST.JOAQUIM BAU,43500
752,245166,H,08328,2011,1,0,9.906,GARBI PERE VERGES-BADALONA,08916
752,244252,H,08015,2011,1,0,10.576,IPSI(INST.PEDAG. SANT ISIDOR),08029
752,245846,H,08006,2011,1,0,11.576,VIARÓ,08173
752,243721,H,07013,2011,1,0,10.448,,
752,245127,H,08028,2011,1,0,10.582,JOSEP TOUS,08028
752,244339,D,43005,2011,1,0,11.194,AURA,43110
752,245077,H,08028,2011,1,0,10.826,ABAT OLIBA LORETO,08034
752,232372,H,08370,2010,1,0,9.72,INST.BISBE SIVILLA,08370
752,232248,H,08036,2010,1,0,9.694,"SUNION, INST.CULTURAL CATALANA",08023
752,232166,H,00000,2010,1,0,9.767,,
752,232343,H,25600,2008,1,0,7.03,STUCOM,08001
752,248141,H,08700,2007,1,0,6.04,INST.PERE VIVES VICH,08700
752,246796,D,08348,2010,1,0,12.686,MARISTES VALLDEMIA,08301
752,246807,H,17480,2011,1,0,12.166,INST.ILLA DE RODES,17480
752,246706,H,08902,2010,1,0,10.228,SANT JAUME DE LA FEP,08903
752,246579,H,08820,2010,1,0,10.122,INSTITUCIO CULTURAL DEL CIC,08021
752,246657,H,25600,2011,1,0,11.09,INST.CIUTAT DE BALAGUER,25600
752,246199,H,08756,2011,1,0,10.734,INST.CORBERA DE LLOBREGAT,08757
752,244279,H,43007,2011,1,0,10.622,LA SALLE-TARRAGONA,43007
752,244844,D,25002,2011,1,0,10.194,INST.MARIUS TORRES,25002
752,244846,H,25310,2011,1,0,11.506,INST.RIBERA DEL SIÓ,25310
752,246237,H,08970,2011,1,0,13.2,"BON SALVADOR, COL.LEGI",08980
752,243959,H,25617,2011,1,0,10.112,INST.CIUTAT DE BALAGUER,25600
752,243964,H,08110,2011,1,0,11.274,INST.LA FERRERIA,08110
752,243988,D,25006,2011,1,0,11.972,INST.RONDA,25003
752,244151,H,43001,2011,1,0,10.8,SANTA TERESA DE JESÚS,43003
752,244703,H,08012,2011,1,0,12.28,INSTITUCIO CULTURAL DEL CIC,08021
752,246094,H,08023,2011,1,0,10.86,SANT IGNASI- SARRIÀ,08017
752,246123,H,08302,2011,1,0,11.268,MARISTES VALLDEMIA,08301
752,245452,H,08022,2011,1,0,11.27,LA SALLE BONANOVA,08022
752,244888,H,08028,2011,1,0,12.582,INSTITUCIO CULTURAL DEL CIC,08021
752,244041,H,08011,2011,1,0,11.906,IPSI(INST.PEDAG. SANT ISIDOR),08029
752,245394,H,08034,2011,1,0,11.08,SANT PETER'S SCHOOL,08034
752,245403,H,08034,2011,1,0,10.842,BETÀNIA-PATMOS,08034
752,245563,H,08018,2011,1,0,10.764,JESUÏTES CASP-SAGRATCORDEJESÚS,08010
752,244626,D,25600,2011,1,0,12.18,VEDRUNA-BALAGUER,25600
752,244785,H,08207,2011,1,0,11.062,INST.ARRAONA,08207
752,245985,H,08017,2011,1,0,10.436,VIARÓ,08173
752,245986,H,08017,2011,1,0,11.694,VIARÓ,08173
752,245944,H,08750,2011,1,0,10.418,INST.LLUIS DE REQUESENS,08750
752,245636,H,08860,2011,1,0,12.542,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,247069,H,07230,2011,1,0,10.252,,
752,252419,H,08034,2011,1,0,9.58,BETÀNIA-PATMOS,08034
752,254783,H,08021,2011,1,0,9.478,VIARÓ,08173
752,261759,H,25006,2012,1,0,10.924,INST.RONDA,25003
752,250276,H,08970,2011,1,0,9.625,,
752,261774,H,08173,2012,1,0,11.488,EUROPA INTERNATIONAL SCHOOL,08172
752,261783,D,08021,2012,1,0,12.238,INSTITUCIO CULTURAL DEL CIC,08021
752,261734,H,08770,2012,1,0,12.686,INST.GABRIEL FERRATER I SOLER,43206
752,261058,H,08980,2012,1,0,11.48,VIRGEN DE LA SALUD,08980
752,250801,H,00000,2011,1,0,10.18,,
752,248551,H,08022,2011,1,0,11.72,SANT IGNASI- SARRIÀ,08017
752,250608,D,08035,2011,1,0,9.142,"SANT JOAN BOSCO, COL·LEGI",08035
752,250895,H,08870,2012,1,0,11.788,,
752,259125,H,08018,2012,1,0,11.05,INST.SALVADOR ESPRIU-BARCELONA,08018
752,259414,H,08530,2012,1,0,11.316,INST.MANUEL BLANCAFORT,08530
752,260539,D,08022,2012,1,0,13.072,SAGRAT COR-SARRIÀ,08034
752,259764,H,08025,2010,1,0,12.174,VIROLAI,08032
752,260541,H,08840,2012,1,0,12.628,SANT GABRIEL-VILADECANS,08840
752,258260,H,08339,2012,1,0,11.076,INST.JAUME ALMERA,08339
752,258358,D,09133,2012,1,0,11.192,,
752,259981,H,08172,2012,1,0,12.106,VIARÓ,08173
752,261509,H,08011,2012,1,0,11.66,"SUNION, INST.CULTURAL CATALANA",08023
752,259037,H,08009,2012,1,0,10.514,JESUÏTES CASP-SAGRATCORDEJESÚS,08010
752,259789,D,08014,2012,1,0,12.378,INSTITUCIO CULTURAL DEL CIC,08021
752,258438,H,25400,2012,1,0,11.33,INST.JOSEP VALLVERDÚ,25400
752,259874,H,08329,2012,1,0,11.39,"MIREIA,C.E.",08390
752,261549,D,08029,2012,1,0,11.114,SANTA TERESA DE LISIEUX,08029
752,258205,D,08251,2012,1,0,10.796,INST.LLUIS DE PEGUERA,08242
752,258222,H,08028,2012,1,0,10.838,,
752,259084,H,08173,2012,1,0,10.786,CASA DEL ROURE,08017
752,259232,H,08023,2012,1,0,11.776,LA SALLE BONANOVA,08022
752,259671,H,08640,2012,1,0,11.386,INST.CREU DE SABA,08640
752,259886,H,07014,2012,1,0,12.508,,
752,259357,H,08196,2012,1,0,10.9,"SUNION, INST.CULTURAL CATALANA",08023
752,258323,D,08034,2012,1,0,11.84,SANT IGNASI- SARRIÀ,08017
752,260600,H,17820,2012,1,0,11.31,INST.PERE ALSIUS I TORRENT,17820
752,260466,H,08023,2012,1,0,10.86,SANT GREGORI,08035
752,262287,H,07750,2011,1,0,9.28,,
752,262114,D,08017,2012,1,0,11.432,ABAT OLIBA LORETO,08034
752,261903,H,08022,2012,1,0,11.182,SAGRAT COR-SARRIÀ,08034
752,261214,H,08173,2012,1,0,12.614,EUROPA INTERNATIONAL SCHOOL,08172
752,261459,D,08021,2012,1,0,12.186,INFANT JESÚS,08006
752,261977,H,08029,2012,1,0,11.348,SANT PETER'S SCHOOL,08034
752,261401,H,07740,2012,1,0,10.636,,
752,261860,H,08021,2012,1,0,11.864,VIARÓ,08173
752,259924,H,08530,2012,1,0,11.532,INST.VIL.LA ROMANA,08530
752,262056,D,08172,2011,1,0,12.2,SANT IGNASI- SARRIÀ,08017
752,264523,H,08023,2012,1,0,10.406,ESCOLA PIA DE SARRIA,08017
752,264793,D,08810,2012,1,0,10.456,ESCOLA PIA DE SITGES,08870
752,258115,H,08907,2012,1,0,10.346,JOAN XXIII - HOSPITALET LL,08907
752,259595,H,08029,2012,1,0,11.566,INSTITUCIO CULTURAL DEL CIC,08021
752,260710,H,08029,2012,1,0,12.124,IPSI(INST.PEDAG. SANT ISIDOR),08029
752,260236,H,43002,2012,1,0,11.044,VEDRUNA-SAGRAT COR,43002
752,258737,H,08860,2012,1,0,11.2,SANTO ANGEL - GAVÀ,08850
752,258752,H,46760,2012,1,0,11.73,,
752,260861,H,08960,2012,1,0,11.366,LA SALLE BONANOVA,08022
752,260864,H,08192,2012,1,0,11.294,EUROPA INTERNATIONAL SCHOOL,08172
752,258154,H,08018,2012,1,0,11.896,JOAN PELEGRÍ,08014
752,260755,D,08755,2012,1,0,11.01,INST.CASTELLBISBAL,08755
752,258685,H,25001,2012,1,0,10.524,MARISTES MONTSERRAT,25002
752,258186,D,20007,2012,1,0,12.2,,
752,260663,H,08870,2012,1,0,10.932,INST.JOAN RAMON BENAPRÈS,08870
752,260664,H,08195,2012,1,0,10.502,PADRE DAMIAN-SAGRADOS CORAZONE,08017
752,258719,H,08921,2012,1,0,11.502,MONLAU,08027
752,260444,H,25280,2012,1,0,12.034,ARRELS II,25280
752,260699,H,08401,2012,1,0,10.802,"CERVETO, ESCOLA",08401
752,275051,H,07014,2013,1,0,10.194,,
752,274976,H,08870,2013,1,0,10.488,BON SOLEIL,08850
752,274442,H,08022,2013,1,0,11.268,SANTA TERESA - GANDUXER,08022
752,263238,H,08005,2012,1,0,11.66,INST.ICÀRIA,08005
752,274611,D,08025,2013,1,0,11.348,VIROLAI,08032
752,274191,H,08918,2012,1,0,10.21,MARE DE DEU DE L'ASSUMPCIO,08918
752,263378,H,08290,2012,1,0,11.688,INSTITUCIO CULTURAL DEL CIC,08021
752,269763,D,08021,2010,1,0,8.49,,
752,262895,H,17820,2012,1,0,12.37,INST.PERE ALSIUS I TORRENT,17820
752,264979,H,08018,2014,1,0,10.434,,
752,262745,H,08320,2012,1,0,11.04,INST.MEDITERRANIA-MASNOU,08320
752,276376,H,08195,2013,1,0,11.18,SANT IGNASI- SARRIÀ,08017
752,276756,D,08022,2013,1,0,11.982,LLEÓ XIII,08022
752,276781,D,25199,2013,1,0,9.978,CLAVER,25111
752,276392,H,08026,2013,1,0,11.522,SAGRAT COR-DIPUTACIÓ,08009
752,276847,H,43001,2013,1,0,12.98,LA SALLE-TARRAGONA,43007
752,275258,H,12004,2013,1,0,11.62,,
752,275850,H,08980,2013,1,0,10.75,VIRGEN DE LA SALUD,08980
752,275350,H,08005,2013,1,0,12.812,INST.ICÀRIA,08005
752,275367,H,17744,2013,1,0,10.654,ST. GEORGE'S SCHOOL,17458
752,276736,H,08800,2013,1,0,11.686,INST.MANUEL DE CABANYES,08800
752,276608,H,25230,2015,1,0,10.912,CLAVER,25111
752,276620,H,43850,2013,1,0,11.246,ESCOLA ELISABETH,43840
752,275219,D,08302,2013,1,0,10.774,INST.DAMIA CAMPENY,08301
752,275523,H,08028,2013,1,0,11.68,,
752,276522,H,29602,2013,1,0,12.863,,
752,276465,D,31180,2013,1,0,11.382,,
752,275067,H,08017,2013,1,0,11.374,VIARÓ,08173
752,274931,H,15600,2013,1,0,11.172,,
752,274764,H,08021,2013,1,0,11.29,BETÀNIA-PATMOS,08034
752,274778,D,07004,2013,1,0,10.766,,
752,275368,H,08029,2013,1,0,10.634,IPSI(INST.PEDAG. SANT ISIDOR),08029
752,274017,D,08034,2013,1,0,13.432,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,276584,H,08302,2013,1,0,9.988,GEM,08304
752,275904,H,08017,2013,1,0,10,SANT IGNASI- SARRIÀ,08017
752,275485,H,20009,2013,1,0,12.97,,
752,274148,H,07013,2013,1,0,11.38,,
752,274520,D,08030,2013,1,0,11.51,INST.VALLDEMOSSA,08016
752,273980,H,08570,2009,1,0,8.83,LA SALLE MANLLEU,08560
752,280239,H,08028,2012,1,0,9.87,MARISTES LES CORTS,08014
752,280246,H,08402,2012,1,0,8.31,INST.CELESTÍ BELLERA,08402
752,280198,H,34800,2013,1,0,9.916,,
752,276407,H,08690,2013,1,0,11.614,LLOR,08830
752,276425,H,08041,2013,1,0,11.174,INST.MANUEL CARRASCO I FORMIG.,08031
752,278268,H,08013,2013,1,0,10.2,JESUÏTES CASP-SAGRATCORDEJESÚS,08010
752,277672,H,08029,2013,1,0,10.82,ESCOLA PIA DE SARRIA,08017
752,281294,D,25300,2013,1,0,9.794,VEDRUNA-TÀRREGA,25300
752,277759,D,43800,2013,1,0,10.94,INST.NARCÍS OLLER,43800
752,277700,H,08014,2013,1,0,10.448,PROA,08014
752,277247,H,08006,2013,1,0,10.358,LA SALLE BONANOVA,08022
752,277518,H,43870,2013,1,0,11.566,INST.RAMON BERENGUER IV-AMP.,43870
752,279206,H,08970,2013,1,0,11.022,SANT PETER'S SCHOOL,08034
752,278975,H,08800,2013,1,0,10.718,INST.MANUEL DE CABANYES,08800
752,277628,H,08912,2013,1,0,11.056,"BADALONÈS, COL.LEGI",08912
752,279067,H,08320,2013,1,0,10.926,INST.MEDITERRANIA-MASNOU,08320
752,277000,D,08017,2013,1,0,10.744,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,277484,H,08025,2013,1,0,12.036,INST.JAUME BALMES,08009
752,277488,D,08301,2013,1,0,10.78,JESUÏTES CASP-SAGRATCORDEJESÚS,08010
752,292905,D,17004,2014,1,0,9.524,INST.JAUME VICENS VIVES,17004
752,292907,H,08028,2014,1,0,12.332,MARISTES LES CORTS,08014
752,292915,D,43202,2014,1,0,10.824,INST.GABRIEL FERRATER I SOLER,43206
752,292922,D,08240,2014,1,0,11.194,LA SALLE MANRESA,08240
752,292923,H,08173,2014,1,0,10.374,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,292933,H,08830,2014,1,0,10.092,INST.ITACA,08830
752,292936,D,08770,2014,1,0,10.638,INST.M E.INTERMUN.DEL PENEDES,08770
752,289279,D,08680,2014,1,0,10.642,INST.PERE FONTDEVILA,08680
752,289282,D,08330,2014,1,0,9.748,INST.PREMIÀ DE MAR,08330
752,289289,D,08014,2014,1,0,13.35,JOAN PELEGRÍ,08014
752,289244,H,08035,2014,1,0,11.474,"SANT JOAN BOSCO, COL·LEGI",08035
752,289246,H,08290,2014,1,0,11.644,INST.JAUME MIMÓ,08290
752,289150,H,08024,2014,1,0,10.47,"SUNION, INST.CULTURAL CATALANA",08023
752,289312,H,08922,2009,1,0,7.7,INST.NUMANCIA,08921
752,289317,D,25004,2014,1,0,11.244,INST.SAMUEL GILI I GAYA,25002
752,288985,H,08015,2014,1,0,11.182,SALESIÀ DE SANT JOSEP,08015
752,289006,H,08037,2014,1,0,11.58,INST.LA SEDETA,08025
752,289175,D,08870,2014,1,0,12.888,INST.VINYET,08870
752,289177,H,42004,2014,1,0,9.609,,
752,289177,H,42004,2013,1,0,7.229,,
752,289178,D,31500,2014,1,0,9.881,,
752,289180,H,08017,2014,1,0,10.586,LA SALLE BONANOVA,08022
752,289182,H,08650,2013,1,0,9.048,INST.LLOBREGAT-SALLENT,08650
752,289184,D,17002,2014,1,0,11.338,VEDRUNA-GIRONA,17002
752,289186,H,08915,2014,1,0,11.714,CULTURAL,08911
752,289193,D,17005,2014,1,0,12.154,LES ALZINES,17003
752,289102,H,08023,2014,1,0,13.88,,
752,289012,H,08290,2014,1,0,11.146,INST.PERE CALDERS,08193
752,289020,H,08006,2014,1,0,11.74,INST.COSTA I LLOBERA,08017
752,289026,D,08017,2014,1,0,12.14,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,289109,H,07011,2014,1,0,11.052,,
752,289117,D,25240,2014,1,0,10.854,INST.ERMENGOL IV,25337
752,289125,D,08017,2014,1,0,13.102,CANIGÓ,08022
752,289032,H,08720,2014,1,0,10.47,INST.EUGENI D'ORS - VILAFRANCA,08720
752,289035,H,08940,2014,1,0,12.228,LA SALLE BONANOVA,08022
752,289037,H,25620,2014,1,0,11.508,INST.TREMP,25620
752,289214,H,08901,2014,1,0,11.082,INST.MERCÈ RODOREDA,08907
752,289222,D,08860,2014,1,0,13.33,BON SOLEIL,08850
752,289224,H,08029,2014,1,0,9.884,IPSI(INST.PEDAG. SANT ISIDOR),08029
752,289235,D,08034,2012,1,0,9.962,FERT,08017
752,289238,H,08172,2014,1,0,9.402,INST.ANGELETA FERRER I SENSAT,08173
752,289061,H,12003,2014,1,0,10.448,,
752,289065,H,08830,2014,1,0,12.92,INSTITUCIO CULTURAL DEL CIC,08021
752,289066,H,08301,2014,1,0,9.912,MARISTES VALLDEMIA,08301
752,289069,H,08359,2014,1,0,10.716,"LA PRESENTACIO,COL·LEGI-ARENYS",08350
752,289082,H,07141,2014,1,0,10.084,,
752,289088,D,08173,2014,1,0,10.796,JESUS I MARIA - SANT GERVASI,08022
752,289374,H,08798,2014,1,0,10.366,SANT JOSEP - SANT SADURNI,08770
752,289093,H,08820,2014,1,0,9.66,"ISABEL DE VILLENA, ESCOLA",08950
752,288960,H,08025,2015,1,0,11.53,PALCAM,08025
752,289339,D,12330,2014,1,0,11.052,,
752,289340,H,08950,2014,1,0,9.996,SANTA TERESA - GANDUXER,08022
752,289353,H,43002,2014,1,0,10.096,INST.ANTONI MARTÍ I FRANQUÈS,43005
752,289368,H,08030,2014,1,0,9.956,JESUS MARIA - MERIDIANA,08030
752,289207,H,08034,2014,1,0,11.52,INST.MONTSERRAT,08006
752,289274,H,08037,2014,1,0,11.744,JESUÏTES CASP-SAGRATCORDEJESÚS,08010
752,288964,H,08041,2014,1,0,10.502,VIROLAI,08032
752,288967,H,08009,2014,1,0,11.648,JESUÏTES CASP-SAGRATCORDEJESÚS,08010
752,289275,D,08032,2014,1,0,11.462,LA SALLE BONANOVA,08022
752,288972,H,08024,2014,1,0,10.468,INST.SECRETARI COLOMA,08025
752,288973,H,08186,2014,1,0,9.538,LA SALLE MONTCADA,08110
752,288981,D,17130,2014,1,0,9.716,SANT GABRIEL-TORROELLA,17257
752,288982,H,08017,2014,1,0,12.712,VIARÓ,08173
752,289389,D,08415,2014,1,0,9.502,SEK-CATALUNYA,08530
752,289396,H,08029,2014,1,0,9.39,INSTITUCIO CULTURAL DEL CIC,08021
752,294152,H,08172,2014,1,0,12.014,VIARÓ,08173
752,327667,H,07800,2016,1,0,9.824,,
752,327669,H,08011,2016,1,0,9.818,INSTITUCIO CULTURAL DEL CIC,08021
752,326163,H,08780,2016,1,0,9.952,GOAR,08840
752,326168,H,03203,2016,1,0,10.688,,
752,304329,H,08960,2015,1,0,11.112,GARBI PERE VERGES-ESPLUGUES,08950
752,304331,H,08755,2015,1,0,10.324,XALOC,08902
752,304291,H,08290,2015,1,0,9.962,INST.PERE CALDERS,08193
752,304292,H,08004,2015,1,0,12.42,PROA,08014
752,304295,H,31400,2015,1,0,12.504,,
752,304311,H,07015,2015,1,0,9.958,,
752,304315,D,08192,2015,1,0,12.69,INST.PERE CALDERS,08193
752,304321,D,43206,2015,1,0,11.862,LA SALLE-REUS,43205
752,304029,D,08150,2015,1,0,10.154,INST.GALLECS,08100
752,304033,H,08024,2015,1,0,10.17,INST.SECRETARI COLOMA,08025
752,304037,H,08022,2015,1,0,10.828,FREDERIC MISTRAL-TÈCNIC EULÀLI,08034
752,304042,H,08700,2015,1,0,10.186,INST.JOAN MERCADER,08700
752,304044,D,25006,2015,1,0,13.24,FEDAC-LLEIDA,25006
752,322105,H,43001,2016,1,0,10.534,SANTA TERESA DE JESÚS,43003
752,322108,H,08034,2016,1,0,10.026,PADRE DAMIAN-SAGRADOS CORAZONE,08017
752,322109,H,08905,2016,1,0,11.946,INST.AUSIÀS MARCH,08034
752,322113,H,08006,2016,1,0,10.852,JESUS I MARIA - SANT GERVASI,08022
752,322118,H,08380,2016,1,0,11.02,VEDRUNA-MALGRAT DE MAR,08380
752,322125,H,07710,2016,1,0,11.534,,
752,322131,H,08970,2016,1,0,13.372,INST.JAUME SALVADOR I PEDROL,08970
752,325194,H,17800,2016,1,0,9.906,INST.LA GARROTXA,17800
752,321800,D,08732,2016,1,0,10.664,INST.EL FOIX,08730
752,325198,H,08338,2016,1,0,10.746,INST.VALERIA PUJOL I BOSCH,08338
752,325201,H,08034,2016,1,0,11.042,ESC.PROF.SALESIANA,08017
752,325211,H,08540,2016,1,0,9.9,INST.LA GARROTXA,17800
752,321814,H,AD500,2016,1,0,10.315,,
752,321815,D,00000,2016,1,0,11.316,,
752,321823,H,12580,2016,1,0,10.696,,
752,321829,H,08197,2016,1,0,11.34,LA SALLE BONANOVA,08022
